-2.757988236209486521e-01,-7.486568332078998189e+00,8.983875785361302491e+00,0.000000000000000000e+00
-3.448125737903836030e-01,-6.203296829811735691e+00,8.918835448302420588e+00,0.000000000000000000e+00
-4.014386002720917168e-01,-5.017476594235331433e+00,8.918835448302420588e+00,0.000000000000000000e+00
-4.465804659791960396e-01,-3.913216483932465906e+00,9.343562605183924674e+00,0.000000000000000000e+00
-4.808023539287133441e-01,-2.835022910222241510e+00,1.035711405328416923e+01,0.000000000000000000e+00
-5.040405071995349706e-01,-1.697423307336641152e+00,6.205875354056727744e+00,0.000000000000000000e+00
-5.179342336407015690e-01,-1.024736348777975925e+00,-1.946507355683593232e+00,1.000000000000000000e+00
-5.292712431825798980e-01,-1.263406199358747539e+00,2.126635563955980857e-02,1.000000000000000000e+00
-5.419794522994677566e-01,-1.280122799486941076e+00,6.205875354056727744e+00,0.000000000000000000e+00
-5.519508056121104067e-01,-6.619027407280387854e-01,8.582583459087123501e+00,0.000000000000000000e+00
-5.548764259253770037e-01,1.459907694330120631e-01,8.582583459087123501e+00,0.000000000000000000e+00
-5.500221115225552015e-01,8.895369933925406647e-01,4.553057318752444793e+00,0.000000000000000000e+00
-5.398755125624700169e-01,1.164303568471383832e+00,4.553057318752444793e+00,0.000000000000000000e+00
-5.270579273354447647e-01,1.422523360403074255e+00,4.553057318752444793e+00,0.000000000000000000e+00
-5.117231956184812303e-01,1.666720545630138162e+00,4.553057318752444793e+00,0.000000000000000000e+00
-4.939783915556172911e-01,1.922182178511212758e+00,4.553057318752444793e+00,0.000000000000000000e+00
-4.733885299696025117e-01,2.225677925434769389e+00,-2.647215149543444834e+00,1.000000000000000000e+00
-4.533504777795932528e-01,1.736635237425921741e+00,-8.996496838453492018e+00,1.000000000000000000e+00
-4.412877493842265464e-01,5.663935810921366665e-01,8.582583459087123501e+00,0.000000000000000000e+00
-4.318716952514624619e-01,1.394974968154534700e+00,4.553057318752444793e+00,0.000000000000000000e+00
-4.163287399768996755e-01,1.747614243272201939e+00,4.553057318752444793e+00,0.000000000000000000e+00
-3.972913622465610861e-01,2.093470129622130749e+00,3.929595281545084084e-01,1.000000000000000000e+00
-3.769591133669197847e-01,1.961521212415713311e+00,8.890374356939707567e+00,0.000000000000000000e+00
-3.534946411040273961e-01,2.813050043021029456e+00,3.068623575662998704e+00,1.000000000000000000e+00
-3.246494979989262286e-01,2.972536148446679682e+00,-4.471253280376288330e+00,1.000000000000000000e+00
-2.981785803505140331e-01,2.255120437985713266e+00,6.149073199363676245e+00,0.000000000000000000e+00
-2.730833081905488235e-01,2.818222413974802443e+00,-7.536063217787971169e+00,1.000000000000000000e+00
-2.497550593089134796e-01,1.747723173591484658e+00,6.973053228359143318e+00,0.000000000000000000e+00
-2.291026630704079137e-01,2.449605888367628381e+00,-4.150439703074479958e+00,1.000000000000000000e+00
-2.075535616741366884e-01,1.800205099670623143e+00,-3.352481313910031790e+00,1.000000000000000000e+00
-1.919317981618888780e-01,1.275724229537166021e+00,-5.531847318674286029e+00,1.000000000000000000e+00
-1.826384387542574761e-01,5.120170912309149891e-01,1.690967384858070854e+00,0.000000000000000000e+00
-1.768844277591258007e-01,6.520895511185346161e-01,4.467364426610648920e+00,1.000000000000000000e+00
-1.682269454788837548e-01,1.123798481957397621e+00,-6.139306006434416929e+00,1.000000000000000000e+00
-1.607456296192739942e-01,2.954916728487259614e-01,3.910653477320458205e+00,0.000000000000000000e+00
-1.558711754631715574e-01,7.190868032127766263e-01,1.690967384858070854e+00,0.000000000000000000e+00
-1.480512084434398856e-01,8.582121866316967385e-01,1.690967384858070854e+00,0.000000000000000000e+00
-1.388558059362103303e-01,9.939155088372343405e-01,1.690967384858070854e+00,0.000000000000000000e+00
-1.283169545324454874e-01,1.126686625033938682e+00,-3.527988546350631083e+00,1.000000000000000000e+00
-1.193426885156515377e-01,6.214070421381071574e-01,1.899383090943913555e+00,1.000000000000000000e+00
-1.123224499257188119e-01,7.995370342603015379e-01,-2.269567774069289889e+00,0.000000000000000000e+00
-1.058502756586231636e-01,4.638775461929491861e-01,1.894716727138074930e+00,1.000000000000000000e+00
-1.003630027333132502e-01,6.512639715045169808e-01,-7.388753872314377524e+00,1.000000000000000000e+00
-9.816914651273994652e-02,-3.011011708590289881e-01,3.032903364374499589e+00,1.000000000000000000e+00
-9.955291830659936114e-02,5.768082144215403578e-02,9.140628884072398819e+00,1.000000000000000000e+00
-9.403439320096236564e-02,1.147820918950041458e+00,-2.269567774069289889e+00,0.000000000000000000e+00
-8.412555586797577922e-02,8.021226699671325511e-01,0.000000000000000000e+00,0.000000000000000000e+00
